﻿01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,09. Símbolo,10. Valor,Max. 08. Escala 
2012.0,,Porto,Município,,,,r,5677.0, pessoas por km2
2012.0,,Porto de Mós,Município,,,,r,92.2, pessoas por km2
2012.0,,Porto Moniz,Município,,,,r,32.4, pessoas por km2
2012.0,,Porto Santo,Município,,,,r,128.0, pessoas por km2
2012.0,,Póvoa de Lanhoso,Município,,,,r,161.8, pessoas por km2
2012.0,,Póvoa de Varzim,Município,,,,r,772.2, pessoas por km2
2012.0,,Povoação,Município,,,,r,58.6, pessoas por km2
2012.0,,Proença-a-Nova,Município,,,,r,20.4, pessoas por km2
2012.0,,Redondo,Município,,,,r,18.7, pessoas por km2
2012.0,,Reguengos de Monsaraz,Município,,,,r,23.0, pessoas por km2
2012.0,,Resende,Município,,,,r,89.7, pessoas por km2
2012.0,,Ribeira Brava,Município,,,,r,202.2, pessoas por km2
2012.0,,Ribeira de Pena,Município,,,,r,29.1, pessoas por km2
2012.0,,Ribeira Grande,Município,,,,r,179.2, pessoas por km2
2012.0,,Rio Maior,Município,,,,r,77.5, pessoas por km2
2012.0,,Sabrosa,Município,,,,r,39.0, pessoas por km2
2012.0,,Sabugal,Município,,,,r,15.2, pessoas por km2
2012.0,,Salvaterra de Magos,Município,,,,r,90.9, pessoas por km2
2012.0,,Santa Comba Dão,Município,,,,r,102.2, pessoas por km2
2012.0,,Santa Cruz,Município,,,,r,526.8, pessoas por km2
2012.0,,Santa Cruz da Graciosa,Município,,,,r,71.4, pessoas por km2
2012.0,,Santa Cruz das Flores,Município,,,,r,31.8, pessoas por km2
2012.0,,Santa Maria da Feira,Município,,,,r,641.9, pessoas por km2
2012.0,,Santa Marta de Penaguião,Município,,,,r,101.3, pessoas por km2
2012.0,,Santana,Município,,,,r,77.8, pessoas por km2
2012.0,,Santarém,Município,,,,r,110.8, pessoas por km2
2012.0,,Santiago do Cacém,Município,,,,r,27.7, pessoas por km2
2012.0,,Santo Tirso,Município,,,,r,519.3, pessoas por km2
2012.0,,São Brás de Alportel,Município,,,,r,70.0, pessoas por km2
2012.0,,São João da Madeira,Município,,,,r,2748.7, pessoas por km2
2012.0,,São João da Pesqueira,Município,,,,r,28.5, pessoas por km2
2012.0,,São Pedro do Sul,Município,,,,r,46.9, pessoas por km2
2012.0,,São Roque do Pico,Município,,,,r,23.8, pessoas por km2
2012.0,,São Vicente,Município,,,,r,69.3, pessoas por km2
2012.0,,Sardoal,Município,,,,r,42.4, pessoas por km2
2012.0,,Sátão,Município,,,,r,60.8, pessoas por km2
2012.0,,Seia,Município,,,,r,56.2, pessoas por km2
2012.0,,Seixal,Município,,,,r,1676.6, pessoas por km2
2012.0,,Sernancelhe,Município,,,,r,24.8, pessoas por km2
2012.0,,Serpa,Município,,,,r,13.8, pessoas por km2
2012.0,,Sertã,Município,,,,r,34.5, pessoas por km2
2012.0,,Sesimbra,Município,,,,r,256.6, pessoas por km2
2012.0,,Setúbal,Município,,,,r,529.9, pessoas por km2
2012.0,,Sever do Vouga,Município,,,,r,92.7, pessoas por km2
2012.0,,Silves,Município,,,,r,53.9, pessoas por km2
2012.0,,Sines,Município,,,,r,71.1, pessoas por km2
2012.0,,Sintra,Município,,,,r,1185.5, pessoas por km2
2012.0,,Sobral de Monte Agraço,Município,,,,r,197.3, pessoas por km2
2012.0,,Soure,Município,,,,r,71.2, pessoas por km2
2012.0,,Sousel,Município,,,,r,17.7, pessoas por km2
2012.0,,Tábua,Município,,,,r,59.8, pessoas por km2
2012.0,,Tabuaço,Município,,,,r,44.9, pessoas por km2
2012.0,,Tarouca,Município,,,,r,77.5, pessoas por km2
2012.0,,Tavira,Município,,,,r,43.0, pessoas por km2
2012.0,,Terras de Bouro,Município,,,,r,25.2, pessoas por km2
2012.0,,Tomar,Município,,,,r,113.5, pessoas por km2
2012.0,,Tondela,Município,,,,r,75.8, pessoas por km2
2012.0,,Torre de Moncorvo,Município,,,,r,15.0, pessoas por km2
2012.0,,Torres Novas,Município,,,,r,134.7, pessoas por km2
2012.0,,Torres Vedras,Município,,,,r,197.8, pessoas por km2
2012.0,,Trancoso,Município,,,,r,26.5, pessoas por km2
2012.0,,Trofa,Município,,,,r,540.0, pessoas por km2
2012.0,,Vagos,Município,,,,r,138.5, pessoas por km2
2012.0,,Vale de Cambra,Município,,,,r,152.8, pessoas por km2
2012.0,,Valença,Município,,,,r,119.0, pessoas por km2
2012.0,,Valongo,Município,,,,r,1250.6, pessoas por km2
2012.0,,Valpaços,Município,,,,r,29.9, pessoas por km2
2012.0,,Velas,Município,,,,r,45.6, pessoas por km2
2012.0,,Vendas Novas,Município,,,,r,53.0, pessoas por km2
2012.0,,Viana do Alentejo,Município,,,,r,14.8, pessoas por km2
2012.0,,Viana do Castelo,Município,,,,r,275.4, pessoas por km2
2012.0,,Vidigueira,Município,,,,r,18.2, pessoas por km2
2012.0,,Vieira do Minho,Município,,,,r,59.4, pessoas por km2
2012.0,,Vila da Praia da Vitória,Município,,,,r,129.0, pessoas por km2
2012.0,,Vila de Rei,Município,,,,r,18.6, pessoas por km2
2012.0,,Vila do Bispo,Município,,,,r,29.3, pessoas por km2
2012.0,,Vila do Conde,Município,,,,r,535.2, pessoas por km2
2012.0,,Vila do Porto,Município,,,,r,57.2, pessoas por km2
2012.0,,Vila Flor,Município,,,,r,24.6, pessoas por km2
2012.0,,Vila Franca de Xira,Município,,,,r,430.2, pessoas por km2
2012.0,,Vila Franca do Campo,Município,,,,r,142.6, pessoas por km2
2012.0,,Vila Nova da Barquinha,Município,,,,r,146.6, pessoas por km2
2012.0,,Vila Nova de Cerveira,Município,,,,r,84.2, pessoas por km2
2012.0,,Vila Nova de Famalicão,Município,,,,r,661.6, pessoas por km2
2012.0,,Vila Nova de Foz Côa,Município,,,,r,17.7, pessoas por km2
2012.0,,Vila Nova de Gaia,Município,,,,r,1796.7, pessoas por km2
2012.0,,Vila Nova de Paiva,Município,,,,r,29.2, pessoas por km2
2012.0,,Vila Nova de Poiares,Município,,,,r,86.7, pessoas por km2
2012.0,,Vila Pouca de Aguiar,Município,,,,r,29.3, pessoas por km2
2012.0,,Vila Real,Município,,,,r,136.0, pessoas por km2
2012.0,,Vila Real de Santo António,Município,,,,r,309.8, pessoas por km2
2012.0,,Vila Velha de Ródão,Município,,,,r,10.6, pessoas por km2
2012.0,,Vila Verde,Município,,,,r,207.5, pessoas por km2
2012.0,,Vila Viçosa,Município,,,,r,41.8, pessoas por km2
2012.0,,Vimioso,Município,,,,r,9.4, pessoas por km2
2012.0,,Vinhais,Município,,,,r,12.5, pessoas por km2
2012.0,,Viseu,Município,,,,r,196.6, pessoas por km2
2012.0,,Vizela,Município,,,,r,957.8, pessoas por km2
2012.0,,Vouzela,Município,,,,r,52.9, pessoas por km2
2013.0,,Abrantes,Município,,,,r,52.7, pessoas por km2
2013.0,,Águeda,Município,,,,r,140.2, pessoas por km2
2013.0,,Aguiar da Beira,Município,,,,r,27.7, pessoas por km2
2013.0,,Alandroal,Município,,,,r,10.3, pessoas por km2
2013.0,,Albergaria-a-Velha,Município,,,,r,158.1, pessoas por km2
2013.0,,Albufeira,Município,,,,r,294.3, pessoas por km2
2013.0,,Alcácer do Sal,Município,,,,r,8.3, pessoas por km2
2013.0,,Alcanena,Município,,,,r,105.3, pessoas por km2
2013.0,,Alcobaça,Município,,,,r,136.9, pessoas por km2
2013.0,,Alcochete,Município,,,,r,140.2, pessoas por km2
2013.0,,Alcoutim,Município,,,,r,4.9, pessoas por km2
2013.0,,Alenquer,Município,,,,r,141.5, pessoas por km2
2013.0,,Alfândega da Fé,Município,,,,r,14.9, pessoas por km2
2013.0,,Alijó,Município,,,,r,38.1, pessoas por km2
2013.0,,Aljezur,Município,,,,r,17.5, pessoas por km2
2013.0,,Aljustrel,Município,,,,r,19.9, pessoas por km2
2013.0,,Almada,Município,,,,r,2492.6, pessoas por km2
2013.0,,Almeida,Município,,,,r,13.4, pessoas por km2
2013.0,,Almeirim,Município,,,,r,103.8, pessoas por km2
2013.0,,Almodôvar,Município,,,,r,9.3, pessoas por km2
2013.0,,Alpiarça,Município,,,,r,78.5, pessoas por km2
2013.0,,Alter do Chão,Município,,,,r,9.6, pessoas por km2
2013.0,,Alvaiázere,Município,,,,r,42.9, pessoas por km2
2013.0,,Alvito,Município,,,,r,9.5, pessoas por km2
2013.0,,Amadora,Município,,,,r,7231.1, pessoas por km2
2013.0,,Amarante,Município,,,,r,181.6, pessoas por km2
2013.0,,Amares,Município,,,,r,227.4, pessoas por km2
2013.0,,Anadia,Município,,,,r,131.5, pessoas por km2
2013.0,,Angra do Heroísmo,Município,,,,r,147.6, pessoas por km2
2013.0,,Ansião,Município,,,,r,72.2, pessoas por km2
2013.0,,Arcos de Valdevez,Município,,,,r,48.7, pessoas por km2
2013.0,,Arganil,Município,,,,r,35.3, pessoas por km2
2013.0,,Armamar,Município,,,,r,51.6, pessoas por km2
2013.0,,Arouca,Município,,,,r,66.6, pessoas por km2
2013.0,,Arraiolos,Município,,,,r,10.3, pessoas por km2
2013.0,,Arronches,Município,,,,r,10.0, pessoas por km2
2013.0,,Arruda dos Vinhos,Município,,,,r,172.8, pessoas por km2
2013.0,,Aveiro,Município,,,,r,400.1, pessoas por km2
2013.0,,Avis,Município,,,,r,7.1, pessoas por km2
2013.0,,Azambuja,Município,,,,r,82.1, pessoas por km2
2013.0,,Baião,Município,,,,r,111.4, pessoas por km2
2013.0,,Barcelos,Município,,,,r,313.0, pessoas por km2
2013.0,,Barrancos,Município,,,,r,10.4, pessoas por km2
2013.0,,Barreiro,Município,,,,r,2151.2, pessoas por km2
2013.0,,Batalha,Município,,,,r,150.0, pessoas por km2
2013.0,,Beja,Município,,,,r,30.8, pessoas por km2
2013.0,,Belmonte,Município,,,,r,56.0, pessoas por km2
2013.0,,Benavente,Município,,,,r,55.7, pessoas por km2
2013.0,,Bombarral,Município,,,,r,141.6, pessoas por km2
2013.0,,Borba,Município,,,,r,48.8, pessoas por km2
2013.0,,Boticas,Município,,,,r,17.0, pessoas por km2
2013.0,,Braga,Município,,,,r,999.2, pessoas por km2
2013.0,,Bragança,Município,,,,r,30.1, pessoas por km2
2013.0,,Cabeceiras de Basto,Município,,,,r,67.1, pessoas por km2
2013.0,,Cadaval,Município,,,,r,79.7, pessoas por km2
2013.0,,Caldas da Rainha,Município,,,,r,201.2, pessoas por km2
2013.0,,Calheta [R.A.A.],Município,,,,r,29.1, pessoas por km2
2013.0,,Calheta [R.A.M.],Município,,,,r,99.7, pessoas por km2
2013.0,,Câmara de Lobos,Município,,,,r,658.7, pessoas por km2
2013.0,,Caminha,Município,,,,r,120.4, pessoas por km2
2013.0,,Campo Maior,Município,,,,r,33.9, pessoas por km2
2013.0,,Cantanhede,Município,,,,r,91.6, pessoas por km2
2013.0,,Carrazeda de Ansiães,Município,,,,r,21.3, pessoas por km2
2013.0,,Carregal do Sal,Município,,,,r,82.0, pessoas por km2
2013.0,,Cartaxo,Município,,,,r,151.9, pessoas por km2
2013.0,,Cascais,Município,,,,r,2137.6, pessoas por km2
2013.0,,Castanheira de Pêra,Município,,,,r,45.5, pessoas por km2
2013.0,,Castelo Branco,Município,,,,r,38.2, pessoas por km2
2013.0,,Castelo de Paiva,Município,,,,r,142.2, pessoas por km2
2013.0,,Castelo de Vide,Município,,,,r,12.8, pessoas por km2
2013.0,,Castro Daire,Município,,,,r,38.8, pessoas por km2
2013.0,,Castro Marim,Município,,,,r,21.9, pessoas por km2
2013.0,,Castro Verde,Município,,,,r,12.7, pessoas por km2
2013.0,,Celorico da Beira,Município,,,,r,29.5, pessoas por km2
2013.0,,Celorico de Basto,Município,,,,r,106.1, pessoas por km2
2013.0,,Chamusca,Município,,,,r,12.7, pessoas por km2
2013.0,,Chaves,Município,,,,r,67.4, pessoas por km2
2013.0,,Cinfães,Município,,,,r,81.7, pessoas por km2
2013.0,,Coimbra,Município,,,,r,446.4, pessoas por km2
2013.0,,Condeixa-a-Nova,Município,,,,r,122.9, pessoas por km2
2013.0,,Constância,Município,,,,r,49.8, pessoas por km2
2013.0,,Coruche,Município,,,,r,17.2, pessoas por km2
2013.0,,Corvo,Município,,,,r,23.8, pessoas por km2
2013.0,,Covilhã,Município,,,,r,90.0, pessoas por km2
2013.0,,Crato,Município,,,,r,9.2, pessoas por km2
2013.0,,Cuba,Município,,,,r,28.0, pessoas por km2
2013.0,,Elvas,Município,,,,r,35.6, pessoas por km2
2013.0,,Entroncamento,Município,,,,r,1464.8, pessoas por km2
2013.0,,Espinho,Município,,,,r,1496.6, pessoas por km2
2013.0,,Esposende,Município,,,,r,360.0, pessoas por km2
2013.0,,Estarreja,Município,,,,r,246.6, pessoas por km2
2013.0,,Estremoz,Município,,,,r,26.6, pessoas por km2
2013.0,,Évora,Município,,,,r,42.7, pessoas por km2
2013.0,,Fafe,Município,,,,r,227.1, pessoas por km2
2013.0,,Faro,Município,,,,r,324.3, pessoas por km2
2013.0,,Felgueiras,Município,,,,r,494.8, pessoas por km2
2013.0,,Ferreira do Alentejo,Município,,,,r,12.4, pessoas por km2
2013.0,,Ferreira do Zêzere,Município,,,,r,43.6, pessoas por km2
2013.0,,Figueira da Foz,Município,,,,r,161.2, pessoas por km2
2013.0,,Figueira de Castelo Rodrigo,Município,,,,r,11.8, pessoas por km2
2013.0,,Figueiró dos Vinhos,Município,,,,r,33.6, pessoas por km2
2013.0,,Fornos de Algodres,Município,,,,r,37.7, pessoas por km2
2013.0,,Freixo de Espada à Cinta,Município,,,,r,15.1, pessoas por km2
2013.0,,Fronteira,Município,,,,r,13.2, pessoas por km2
2013.0,,Funchal,Município,,,,r,1444.7, pessoas por km2
2013.0,,Fundão,Município,,,,r,40.0, pessoas por km2
2013.0,,Gavião,Município,,,,r,13.4, pessoas por km2
2013.0,,Góis,Município,,,,r,15.8, pessoas por km2
2013.0,,Golegã,Município,,,,r,69.0, pessoas por km2
2013.0,,Gondomar,Município,,,,r,1262.8, pessoas por km2
2013.0,,Gouveia,Município,,,,r,44.9, pessoas por km2
2013.0,,Grândola,Município,,,,r,17.5, pessoas por km2
2013.0,,Guarda,Município,,,,r,59.0, pessoas por km2
2013.0,,Guimarães,Município,,,,r,651.4, pessoas por km2
2013.0,,Horta,Município,,,,r,85.9, pessoas por km2
2013.0,,Idanha-a-Nova,Município,,,,r,6.5, pessoas por km2
2013.0,,Ílhavo,Município,,,,r,523.8, pessoas por km2
2013.0,,Lagoa,Município,,,,r,258.2, pessoas por km2
2013.0,,Lagoa [R.A.A.],Município,,,,r,315.1, pessoas por km2
2013.0,,Lagos,Município,,,,r,146.2, pessoas por km2
2013.0,,Lajes das Flores,Município,,,,r,21.1, pessoas por km2
2013.0,,Lajes do Pico,Município,,,,r,29.6, pessoas por km2
2013.0,,Lamego,Município,,,,r,156.9, pessoas por km2
2013.0,,Leiria,Município,,,,r,224.7, pessoas por km2
2013.0,,Lisboa,Município,,,,r,5415.9, pessoas por km2
2013.0,,Loulé,Município,,,,r,91.4, pessoas por km2
2013.0,,Loures,Município,,,,r,1191.2, pessoas por km2
2013.0,,Lourinhã,Município,,,,r,175.1, pessoas por km2
2013.0,,Lousã,Município,,,,r,125.6, pessoas por km2
2013.0,,Lousada,Município,,,,r,490.5, pessoas por km2
2013.0,,Mação,Município,,,,r,17.6, pessoas por km2
2013.0,,Macedo de Cavaleiros,Município,,,,r,21.6, pessoas por km2
2013.0,,Machico,Município,,,,r,310.5, pessoas por km2
2013.0,,Madalena,Município,,,,r,41.9, pessoas por km2
2013.0,,Mafra,Município,,,,r,270.0, pessoas por km2
2013.0,,Maia,Município,,,,r,1627.7, pessoas por km2
2013.0,,Mangualde,Município,,,,r,88.4, pessoas por km2
2013.0,,Manteigas,Município,,,,r,27.2, pessoas por km2
2013.0,,Marco de Canaveses,Município,,,,r,257.5, pessoas por km2
2013.0,,Marinha Grande,Município,,,,r,205.9, pessoas por km2
2013.0,,Marvão,Município,,,,r,21.8, pessoas por km2
2013.0,,Matosinhos,Município,,,,r,2797.6, pessoas por km2
2013.0,,Mealhada,Município,,,,r,181.2, pessoas por km2
2013.0,,Mêda,Município,,,,r,17.1, pessoas por km2
2013.0,,Melgaço,Município,,,,r,36.6, pessoas por km2
2013.0,,Mértola,Município,,,,r,5.2, pessoas por km2
2013.0,,Mesão Frio,Município,,,,r,156.2, pessoas por km2
2013.0,,Mira,Município,,,,r,99.5, pessoas por km2
2013.0,,Miranda do Corvo,Município,,,,r,101.8, pessoas por km2
2013.0,,Miranda do Douro,Município,,,,r,14.6, pessoas por km2
2013.0,,Mirandela,Município,,,,r,35.1, pessoas por km2
2013.0,,Mogadouro,Município,,,,r,11.9, pessoas por km2
2013.0,,Moimenta da Beira,Município,,,,r,44.7, pessoas por km2
2013.0,,Moita,Município,,,,r,1188.0, pessoas por km2
2013.0,,Monção,Município,,,,r,88.3, pessoas por km2
2013.0,,Monchique,Município,,,,r,14.5, pessoas por km2
2013.0,,Mondim de Basto,Município,,,,r,41.4, pessoas por km2
2013.0,,Monforte,Município,,,,r,7.7, pessoas por km2
2013.0,,Montalegre,Município,,,,r,12.4, pessoas por km2
2013.0,,Montemor-o-Novo,Município,,,,r,13.7, pessoas por km2
2013.0,,Montemor-o-Velho,Município,,,,r,111.9, pessoas por km2
2013.0,,Montijo,Município,,,,r,149.4, pessoas por km2
2013.0,,Mora,Município,,,,r,10.8, pessoas por km2
2013.0,,Mortágua,Município,,,,r,37.3, pessoas por km2
2013.0,,Moura,Município,,,,r,15.1, pessoas por km2
2013.0,,Mourão,Município,,,,r,9.2, pessoas por km2
2013.0,,Murça,Município,,,,r,30.1, pessoas por km2
2013.0,,Murtosa,Município,,,,r,142.8, pessoas por km2
2013.0,,Nazaré,Município,,,,r,182.5, pessoas por km2
2013.0,,Nelas,Município,,,,r,109.2, pessoas por km2
2013.0,,Nisa,Município,,,,r,12.2, pessoas por km2
2013.0,,Nordeste,Município,,,,r,47.6, pessoas por km2
2013.0,,Óbidos,Município,,,,r,82.9, pessoas por km2
2013.0,,Odemira,Município,,,,r,15.1, pessoas por km2
2013.0,,Odivelas,Município,,,,r,5478.7, pessoas por km2
2013.0,,Oeiras,Município,,,,r,3735.6, pessoas por km2
2013.0,,Oleiros,Município,,,,r,11.3, pessoas por km2
2013.0,,Olhão,Município,,,,r,341.4, pessoas por km2
2013.0,,Oliveira de Azeméis,Município,,,,r,418.3, pessoas por km2
2013.0,,Oliveira de Frades,Município,,,,r,68.7, pessoas por km2
2013.0,,Oliveira do Bairro,Município,,,,r,262.0, pessoas por km2
2013.0,,Oliveira do Hospital,Município,,,,r,86.6, pessoas por km2
2013.0,,Ourém,Município,,,,r,109.2, pessoas por km2
2013.0,,Ourique,Município,,,,r,7.9, pessoas por km2
2013.0,,Ovar,Município,,,,r,372.7, pessoas por km2
2013.0,,Paços de Ferreira,Município,,,,r,790.3, pessoas por km2
2013.0,,Palmela,Município,,,,r,139.0, pessoas por km2
2013.0,,Pampilhosa da Serra,Município,,,,r,10.8, pessoas por km2
2013.0,,Paredes,Município,,,,r,546.1, pessoas por km2
2013.0,,Paredes de Coura,Município,,,,r,64.5, pessoas por km2
2013.0,,Pedrógão Grande,Município,,,,r,28.9, pessoas por km2
2013.0,,Penacova,Município,,,,r,67.3, pessoas por km2
2013.0,,Penafiel,Município,,,,r,335.5, pessoas por km2
2013.0,,Penalva do Castelo,Município,,,,r,57.7, pessoas por km2
2013.0,,Penamacor,Município,,,,r,9.3, pessoas por km2
2013.0,,Penedono,Município,,,,r,21.7, pessoas por km2
2013.0,,Penela,Município,,,,r,42.9, pessoas por km2
2013.0,,Peniche,Município,,,,r,352.0, pessoas por km2
2013.0,,Peso da Régua,Município,,,,r,171.9, pessoas por km2
2013.0,,Pinhel,Município,,,,r,18.7, pessoas por km2
2013.0,,Pombal,Município,,,,r,86.1, pessoas por km2
2013.0,,Ponta Delgada,Município,,,,r,295.8, pessoas por km2
2013.0,,Ponta do Sol,Município,,,,r,187.0, pessoas por km2
2013.0,,Ponte da Barca,Município,,,,r,64.5, pessoas por km2
2013.0,,Ponte de Lima,Município,,,,r,133.3, pessoas por km2
2013.0,,Ponte de Sor,Município,,,,r,19.3, pessoas por km2
2013.0,,Portalegre,Município,,,,r,53.9, pessoas por km2
2013.0,,Portel,Município,,,,r,10.2, pessoas por km2
2013.0,,Portimão,Município,,,,r,309.5, pessoas por km2
2013.0,,Porto,Município,,,,r,5660.4, pessoas por km2
2013.0,,Porto de Mós,Município,,,,r,91.2, pessoas por km2
2013.0,,Porto Moniz,Município,,,,r,31.9, pessoas por km2
2013.0,,Porto Santo,Município,,,,r,127.3, pessoas por km2
2013.0,,Póvoa de Lanhoso,Município,,,,r,160.8, pessoas por km2
2013.0,,Póvoa de Varzim,Município,,,,r,770.0, pessoas por km2
2013.0,,Povoação,Município,,,,r,57.9, pessoas por km2
2013.0,,Proença-a-Nova,Município,,,,r,20.0, pessoas por km2
2013.0,,Redondo,Município,,,,r,18.5, pessoas por km2
2013.0,,Reguengos de Monsaraz,Município,,,,r,22.7, pessoas por km2
2013.0,,Resende,Município,,,,r,88.4, pessoas por km2
2013.0,,Ribeira Brava,Município,,,,r,199.8, pessoas por km2
2013.0,,Ribeira de Pena,Município,,,,r,28.8, pessoas por km2
2013.0,,Ribeira Grande,Município,,,,r,178.8, pessoas por km2
2013.0,,Rio Maior,Município,,,,r,77.1, pessoas por km2
2013.0,,Sabrosa,Município,,,,r,38.3, pessoas por km2
2013.0,,Sabugal,Município,,,,r,14.9, pessoas por km2
2013.0,,Salvaterra de Magos,Município,,,,r,90.2, pessoas por km2
2013.0,,Santa Comba Dão,Município,,,,r,101.1, pessoas por km2
2013.0,,Santa Cruz,Município,,,,r,523.1, pessoas por km2
2013.0,,Santa Cruz da Graciosa,Município,,,,r,70.7, pessoas por km2
2013.0,,Santa Cruz das Flores,Município,,,,r,31.4, pessoas por km2
2013.0,,Santa Maria da Feira,Município,,,,r,638.7, pessoas por km2
2013.0,,Santa Marta de Penaguião,Município,,,,r,99.5, pessoas por km2
2013.0,,Santana,Município,,,,r,76.3, pessoas por km2
2013.0,,Santarém,Município,,,,r,109.8, pessoas por km2
2013.0,,Santiago do Cacém,Município,,,,r,27.4, pessoas por km2
2013.0,,Santo Tirso,Município,,,,r,514.8, pessoas por km2
2013.0,,São Brás de Alportel,Município,,,,r,69.8, pessoas por km2
2013.0,,São João da Madeira,Município,,,,r,2746.2, pessoas por km2
2013.0,,São João da Pesqueira,Município,,,,r,28.1, pessoas por km2
2013.0,,São Pedro do Sul,Município,,,,r,46.2, pessoas por km2
2013.0,,São Roque do Pico,Município,,,,r,23.6, pessoas por km2
2013.0,,São Vicente,Município,,,,r,67.6, pessoas por km2
2013.0,,Sardoal,Município,,,,r,41.6, pessoas por km2
2013.0,,Sátão,Município,,,,r,59.7, pessoas por km2
2013.0,,Seia,Município,,,,r,55.2, pessoas por km2
2013.0,,Seixal,Município,,,,r,1676.0, pessoas por km2
2013.0,,Sernancelhe,Município,,,,r,24.5, pessoas por km2
2013.0,,Serpa,Município,,,,r,13.5, pessoas por km2
2013.0,,Sertã,Município,,,,r,34.1, pessoas por km2
2013.0,,Sesimbra,Município,,,,r,256.6, pessoas por km2
2013.0,,Setúbal,Município,,,,r,528.4, pessoas por km2
2013.0,,Sever do Vouga,Município,,,,r,91.5, pessoas por km2
2013.0,,Silves,Município,,,,r,53.6, pessoas por km2
2013.0,,Sines,Município,,,,r,70.8, pessoas por km2
2013.0,,Sintra,Município,,,,r,1182.3, pessoas por km2
2013.0,,Sobral de Monte Agraço,Município,,,,r,197.0, pessoas por km2
2013.0,,Soure,Município,,,,r,70.2, pessoas por km2
2013.0,,Sousel,Município,,,,r,17.4, pessoas por km2
2013.0,,Tábua,Município,,,,r,59.1, pessoas por km2
2013.0,,Tabuaço,Município,,,,r,43.6, pessoas por km2
2013.0,,Tarouca,Município,,,,r,76.5, pessoas por km2
2013.0,,Tavira,Município,,,,r,43.0, pessoas por km2
2013.0,,Terras de Bouro,Município,,,,r,24.8, pessoas por km2
2013.0,,Tomar,Município,,,,r,111.9, pessoas por km2
2013.0,,Tondela,Município,,,,r,74.6, pessoas por km2
2013.0,,Torre de Moncorvo,Município,,,,r,14.7, pessoas por km2
2013.0,,Torres Novas,Município,,,,r,133.2, pessoas por km2
2013.0,,Torres Vedras,Município,,,,r,197.2, pessoas por km2
2013.0,,Trancoso,Município,,,,r,26.0, pessoas por km2
2013.0,,Trofa,Município,,,,r,537.5, pessoas por km2
2013.0,,Vagos,Município,,,,r,137.9, pessoas por km2
2013.0,,Vale de Cambra,Município,,,,r,151.0, pessoas por km2
2013.0,,Valença,Município,,,,r,118.0, pessoas por km2
2013.0,,Valongo,Município,,,,r,1248.1, pessoas por km2
2013.0,,Valpaços,Município,,,,r,29.4, pessoas por km2
2013.0,,Velas,Município,,,,r,45.3, pessoas por km2
2013.0,,Vendas Novas,Município,,,,r,52.6, pessoas por km2
2013.0,,Viana do Alentejo,Município,,,,r,14.5, pessoas por km2
2013.0,,Viana do Castelo,Município,,,,r,273.5, pessoas por km2
2013.0,,Vidigueira,Município,,,,r,17.9, pessoas por km2
2013.0,,Vieira do Minho,Município,,,,r,58.8, pessoas por km2
2013.0,,Vila da Praia da Vitória,Município,,,,r,128.1, pessoas por km2
2013.0,,Vila de Rei,Município,,,,r,18.3, pessoas por km2
2013.0,,Vila do Bispo,Município,,,,r,29.3, pessoas por km2
2013.0,,Vila do Conde,Município,,,,r,534.3, pessoas por km2
2013.0,,Vila do Porto,Município,,,,r,56.9, pessoas por km2
2013.0,,Vila Flor,Município,,,,r,24.3, pessoas por km2
2013.0,,Vila Franca de Xira,Município,,,,r,428.6, pessoas por km2
2013.0,,Vila Franca do Campo,Município,,,,r,141.4, pessoas por km2
2013.0,,Vila Nova da Barquinha,Município,,,,r,145.3, pessoas por km2
2013.0,,Vila Nova de Cerveira,Município,,,,r,83.5, pessoas por km2
2013.0,,Vila Nova de Famalicão,Município,,,,r,659.0, pessoas por km2
2013.0,,Vila Nova de Foz Côa,Município,,,,r,17.4, pessoas por km2
2013.0,,Vila Nova de Gaia,Município,,,,r,1792.2, pessoas por km2
2013.0,,Vila Nova de Paiva,Município,,,,r,28.6, pessoas por km2
2013.0,,Vila Nova de Poiares,Município,,,,r,85.5, pessoas por km2
2013.0,,Vila Pouca de Aguiar,Município,,,,r,28.9, pessoas por km2
2013.0,,Vila Real,Município,,,,r,134.8, pessoas por km2
2013.0,,Vila Real de Santo António,Município,,,,r,307.5, pessoas por km2
2013.0,,Vila Velha de Ródão,Município,,,,r,10.3, pessoas por km2
2013.0,,Vila Verde,Município,,,,r,205.7, pessoas por km2
2013.0,,Vila Viçosa,Município,,,,r,41.4, pessoas por km2
2013.0,,Vimioso,Município,,,,r,9.3, pessoas por km2
2013.0,,Vinhais,Município,,,,r,12.3, pessoas por km2
2013.0,,Viseu,Município,,,,r,195.9, pessoas por km2
2013.0,,Vizela,Município,,,,r,955.1, pessoas por km2
2013.0,,Vouzela,Município,,,,r,52.2, pessoas por km2
2014.0,,Abrantes,Município,,,,r,52.0, pessoas por km2
2014.0,,Águeda,Município,,,,r,139.2, pessoas por km2
2014.0,,Aguiar da Beira,Município,,,,r,27.4, pessoas por km2
2014.0,,Alandroal,Município,,,,r,10.1, pessoas por km2
2014.0,,Albergaria-a-Velha,Município,,,,r,157.3, pessoas por km2
2014.0,,Albufeira,Município,,,,r,296.2, pessoas por km2
2014.0,,Alcácer do Sal,Município,,,,r,8.1, pessoas por km2
2014.0,,Alcanena,Município,,,,r,104.0, pessoas por km2
